73.11587,11.008848,-6.9934373,6.5379586,0.99699616,3.5268943,-21.09826,4.3231997,6.2929387,10.259556,-10.789898,-7.11354,3.8945541,0.21001856,6.6590824,-4.258759,-1.4443876,0.6938781,2.854967,-3.4370968,13.04114,2.7405074,-1.8564199,11.802916,-5.628282,-5.7928424,2.6886375,-6.719391,6.3311944,5.1734734,-20.133583,7.487346,-3.5055728,0.92433983,-20.779665,-2.2035193,1.9631449,1.5024618,7.452164,-4.5796266,6.9678826,-2.1800213,-5.2705293,-14.008198,8.225666,-16.915127,-4.8847294,-13.895391,15.702156,11.025202,-4.5944004,14.975684,11.758888,-1.1808667,2.2121418,10.128694,5.9053526,4.3524556,-12.742436,7.621439,-0.6878091,0.42982462,-1.8243791,1.174647
11.008848,55.753723,-1.1521955,3.0036225,0.43544918,-2.4627602,-3.599764,-4.4060016,9.692108,11.824771,7.756324,14.160115,-0.25244164,1.2177452,-2.0833843,-11.070771,-3.289603,-1.3581575,0.6348088,-11.439908,7.2877707,-3.3082695,2.9762557,-4.78383,-7.740092,4.3865213,2.5482628,-2.0914032,13.213597,0.38696632,-11.623593,2.580848,0.31603175,-16.081835,7.7180057,-1.0863426,4.106911,11.372696,-6.2218084,-2.5821455,0.45396492,-2.4066274,7.17277,-6.2166452,-5.808224,-4.841249,-11.499442,-10.848241,4.3448653,-1.5534867,-4.5101,-2.9876645,-4.2412167,1.8115427,0.9704539,0.92641413,-0.5172502,-4.801499,4.2504992,-6.3738823,9.4872875,8.3739,-4.208408,2.446902
-6.9934373,-1.1521955,69.54682,-6.253032,0.064426824,7.796116,-1.9395385,-6.5357614,-9.674437,-5.5435205,4.986137,-2.512063,9.820116,1.9439452,3.9083629,3.4633405,21.459698,-10.829991,-8.9835825,6.4833264,-4.4590106,12.056566,14.25921,6.197895,-6.7500567,-3.524304,2.5539603,-1.7086456,7.4404087,-6.2229404,7.745206,-18.301378,6.87761,-4.416604,-8.320693,-10.451748,3.2585926,-9.991133,-0.6919909,-14.905124,-2.3865378,8.394173,-4.658159,11.89703,-3.8360944,10.885914,10.917846,-7.158236,3.7024033,14.600645,1.9746354,3.27627,-12.074306,0.69680166,-3.6945517,17.276281,-15.277574,-7.903167,4.85825,-5.797194,1.6475044,0.31734622,7.153813,1.3830756
6.5379586,3.0036225,-6.253032,59.37082,5.060806,5.905857,21.384163,13.035452,4.0520005,0.15351573,7.6957593,-0.5729246,9.970961,-4.488065,7.7980886,0.4847287,16.381859,3.3927448,-0.6729646,-0.5642446,2.4649801,0.031593226,4.19588,-2.6954005,2.256872,-10.612202,6.384774,-5.675505,-4.1672,8.580218,-14.082087,-1.9976395,-5.3303113,3.656922,-2.0453677,7.019375,-10.461989,-4.0004964,-9.692034,-1.9064918,-6.7811913,-4.722284,5.076241,14.302996,1.069615,5.389031,10.455894,2.4766948,-2.4869192,5.5726924,-7.3161526,0.86028254,-0.3533421,1.4778852,-0.39936575,-4.453291,-6.1212363,4.9868426,-12.30734,-9.597308,-1.2094693,7.7244725,9.526752,4.34059
0.99699616,0.43544918,0.064426824,5.060806,76.63274,-2.8165042,-21.150208,1.6495456,-3.758185,1.1706408,-16.995264,2.46797,0.8074406,0.8238266,0.006511819,6.7068124,7.0219626,-15.088414,-8.347763,5.2935014,4.321425,1.5543242,-4.4315715,2.5339084,-8.362613,-1.6451188,-5.2625437,0.022019079,13.749366,4.167017,7.4674773,-5.397153,-2.0002544,0.46953663,-3.9681864,1.0241997,-12.781,9.0907345,12.324458,-9.791445,-2.4176722,-12.754618,-7.009339,3.8490748,-1.651539,-13.272653,5.630039,-11.578281,-4.768043,13.0800495,-6.7794456,-5.81588,0.26390824,5.8993993,-0.6344289,0.27721322,1.9292195,12.00772,5.7313137,-21.911165,13.439474,-8.766104,-7.7656617,-3.6114793
3.5268943,-2.4627602,7.796116,5.905857,-2.8165042,62.936825,2.6543286,7.1103644,-13.197308,-13.480223,11.054688,-6.9569964,-5.665612,-6.261491,-1.2620856,5.0665684,7.440979,-12.674407,-9.218174,-2.777085,-14.063806,-10.801198,14.79685,-0.1514931,-0.30370498,9.724251,4.9604073,-11.192287,-7.969047,1.0008069,-6.92895,-6.9136324,19.652096,4.9241815,-19.749752,5.083454,-0.7457814,-6.6858754,2.9682229,-10.764634,-2.296529,-12.9856825,12.762346,11.386959,-7.718019,-11.5621805,-14.706376,8.714364,-0.6467307,-4.0188065,-1.2830913,0.56759375,-3.567049,4.151921,-0.0554901,9.826122,-10.401927,-1.663071,4.359719,2.6540008,4.5126867,18.58288,-8.905517,5.940573
-21.09826,-3.599764,-1.9395385,21.384163,-21.150208,2.6543286,80.85808,2.0145826,6.733061,-17.260477,5.1062946,0.7223704,4.7150664,6.8090887,-2.455449,-5.084052,2.3021767,-6.6211047,-10.68932,-5.7390003,-7.315355,-11.582726,10.544042,-13.565144,7.2941914,-9.762541,10.539098,5.5718365,-0.7529567,0.82436633,-1.8749254,-6.880796,4.0887465,9.745504,4.3037395,12.571898,3.559702,-1.420331,0.94314826,3.5705092,-0.06995439,-0.97262126,3.9567883,15.586885,7.178087,22.631937,-1.3544669,11.399329,-6.1562123,-11.42966,14.929472,8.152252,-19.271673,-12.6243725,-1.486373,-2.567545,-5.6171923,1.6462829,-4.9390173,2.5632613,-9.484668,12.626515,3.0067415,4.4153595
4.3231997,-4.4060016,-6.5357614,13.035452,1.6495456,7.1103644,2.0145826,69.83525,-9.318453,2.4883957,-2.0429928,-18.944118,-1.9199132,-15.061616,4.312799,-6.95428,11.56712,-2.477175,9.525328,0.49868658,-10.918388,6.9053555,-2.87687,4.9406476,11.930756,8.076666,-9.291271,-8.693014,-10.186522,-3.0317495,-11.461923,8.489029,-0.86010975,4.7749524,1.7473589,-7.394688,-2.5440302,-10.037635,3.1314676,-9.980446,0.0854654,2.010971,1.759379,-3.5016077,9.044351,-13.104709,12.127718,-7.4171586,-6.536182,-0.5346424,-10.207162,6.132123,-8.262657,-12.815528,-2.4773333,2.110483,-5.9490023,21.469408,-9.151114,-2.9006383,-5.584428,9.337036,-1.0410129,-3.0675116
6.2929387,9.692108,-9.674437,4.0520005,-3.758185,-13.197308,6.733061,-9.318453,69.8867,7.4824758,-11.0661125,3.776915,7.4803333,-4.76234,-0.44590488,8.624793,-4.858731,-6.8905077,-9.112528,-4.6361713,4.719255,3.264498,-8.556203,-0.11314886,4.0986443,-9.911049,1.3052373,5.4440403,6.370742,2.5898972,-1.327982,12.989017,9.972605,0.5774238,14.054878,14.176237,0.4386048,10.739839,5.49674,8.635394,3.1643462,-5.371366,-8.68841,-8.097197,5.4022026,12.132969,-2.5049744,-5.0524664,6.395282,-6.853819,-3.4739437,-2.630723,-10.562296,-2.8720796,8.321174,-8.650334,3.6548214,0.99024695,0.5317011,-0.5586284,5.3551855,1.9027759,17.34458,-9.372355
10.259556,11.824771,-5.5435205,0.15351573,1.1706408,-13.480223,-17.260477,2.4883957,7.4824758,83.98189,-9.404767,8.976704,-2.4938467,7.650355,9.125516,-2.492786,-10.401885,22.152548,9.73086,20.356058,-4.1434546,15.514107,-9.47393,11.878352,-28.674614,8.392265,-19.66274,-1.0558288,-7.658947,5.572854,7.1512556,0.28253663,-9.508696,-18.472292,13.609708,6.38914,1.4627322,11.956508,-5.5976763,-16.074007,17.680962,-2.7536592,7.708444,-15.434504,-8.2511215,10.005034,-9.986136,-7.5303445,-0.9867647,-21.576326,1.2156223,0.88168335,2.5398896,-11.584473,-13.60093,10.86087,12.1230545,-7.3887033,-16.196228,-12.975059,12.824923,4.625616,16.037699,-26.095919
